sep=	
time (source1)	data.0	data.1	data.2	data.3	data.4	data.5	data.6	
103.583	107.51	89.136	621.542	139.864	643.289	2	3	
103.693	107.63	89.136	621.392	140.164	643.21	2	3	
103.814	107.75	89.436	621.392	139.264	643.056	2	3	
103.924	107.86	90.036	621.392	140.164	643.335	2	3	
104.04	107.97	89.736	621.092	139.414	642.84	2	3	
104.157	108.09	89.586	621.542	138.964	643.157	2	3	
104.318	108.25	89.286	620.942	138.814	642.503	2	3	
104.438	108.37	88.836	622.142	138.964	643.633	2	3	
104.55	108.48	88.686	621.692	139.714	643.339	2	3	
104.677	108.6	89.286	621.392	138.664	642.905	2	3	
104.789	108.72	89.286	621.992	139.414	643.647	2	3	
104.904	108.83	89.286	621.092	139.264	642.745	2	3	
105.026	108.96	89.136	621.542	138.964	643.088	2	3	
105.172	109.1	89.436	621.242	139.264	642.911	2	3	
105.281	109.21	89.736	622.292	139.414	644	2	3	
105.394	109.32	89.886	621.542	140.464	643.524	2	3	
105.511	109.43	89.436	621.842	139.864	643.621	2	3	
105.639	109.56	88.986	621.392	139.714	643.091	2	3	
105.744	109.67	89.136	621.842	139.714	643.546	2	3	
105.911	109.84	87.936	621.392	139.264	642.849	2	3	
106.039	109.97	88.686	621.392	138.814	642.854	2	3	
106.155	110.08	88.986	621.692	139.714	643.381	2	3	
106.27	110.19	88.536	621.392	139.114	642.899	2	3	
106.384	110.31	88.386	622.442	139.414	643.958	2	3	
106.503	110.43	88.836	622.292	139.414	643.875	2	3	
106.669	110.59	91.686	622.292	137.914	643.951	2	3	
106.788	110.71	89.586	622.892	137.014	644.044	2	3	
109.415	113.33	-100.164	649.888	1761.218	1879.967	3	3	
109.521	113.44	-93.264	1643.342	-330.386	1678.816	3	3	
109.641	113.56	-91.464	1608.842	-306.386	1640.308	3	3	
109.754	113.67	-91.764	1608.842	-305.636	1640.184	3	3	
109.903	113.82	-91.764	1761.242	-1189.136	2127.072	3	3	
110.013	113.93	-91.464	1760.942	-1189.586	2127.063	3	3	
110.127	114.05	-91.914	1760.942	-1189.286	2126.914	3	3	
110.245	114.17	-92.064	1760.192	-1189.136	2126.216	3	3	
110.36	114.28	-91.314	1760.042	-1189.436	2126.227	3	3	
110.523	114.44	-93.114	1760.942	-1188.986	2126.799	3	3	
110.638	114.55	-91.764	1761.692	-1189.586	2127.696	3	3	
110.759	114.68	-91.164	1760.492	-1189.586	2126.677	3	3	
110.877	114.79	-91.164	1760.192	-1190.036	2126.681	3	3	
110.994	114.91	-91.914	1760.792	-1189.436	2126.874	3	3	
111.131	115.05	-91.464	1761.242	-1092.686	2074.681	3	3	
111.274	115.19	-92.514	1761.842	-1092.836	2075.316	3	3	
111.389	115.3	-91.464	1762.442	-1089.836	2074.201	3	3	
111.497	115.41	-91.764	1762.292	-1090.586	2074.481	3	3	
111.608	115.53	-92.364	1761.842	-1091.036	2074.362	3	3	
111.728	115.65	-91.014	1762.442	-1091.186	2074.89	3	3	
111.886	115.79	-91.614	1761.392	-1092.086	2074.499	3	3	
111.989	115.91	-91.914	1763.042	-1091.786	2075.755	3	3	
112.104	116.02	-91.014	1761.692	-1090.286	2073.78	3	3	
112.224	116.13	-91.914	1761.392	-1091.486	2074.196	3	3	
112.331	116.25	-92.214	1760.642	-1146.686	2103.152	3	3	
112.507	116.42	-92.214	1761.092	-1146.086	2103.202	3	3	
112.628	116.54	-92.514	1759.442	-1146.086	2101.834	3	3	
112.743	116.65	-92.064	1510.442	-659.486	1650.706	3	3	
112.857	116.77	-90.114	1200.842	497.014	1302.752	3	3	
112.973	116.89	-89.814	1248.992	516.064	1354.389	3	3	
113.091	117	-89.064	1269.992	526.864	1377.823	3	3	
113.238	117.15	-89.964	1686.692	521.014	1767.619	3	3	
113.353	117.27	-89.664	1995.992	452.164	2048.53	3	3	
116.678	120.58	-992.214	1376.042	219.064	1710.546	4	3	
116.801	120.7	-989.514	1372.892	218.614	1706.388	4	3	
116.911	120.81	-991.464	1339.142	194.164	1677.498	4	3	
117.032	120.93	-990.564	1330.892	193.564	1670.316	4	3	
117.226	121.13	-988.614	1324.892	192.364	1664.241	4	3	
117.342	121.24	-988.314	1325.342	192.814	1664.473	4	3	
117.459	121.36	-987.564	1324.742	192.814	1663.55	4	3	
117.567	121.47	-987.714	1323.842	193.114	1662.958	4	3	
117.686	121.58	-987.864	1323.992	193.264	1663.184	4	3	
117.833	121.73	-987.264	1323.092	192.364	1662.006	4	3	
117.943	121.85	-986.664	1323.992	191.314	1662.245	4	3	
118.075	121.97	-987.264	1323.242	192.664	1662.145	4	3	
118.188	122.09	-986.814	1322.192	191.914	1661.298	4	3	
118.301	122.2	-987.414	1322.792	192.214	1661.839	4	3	
118.419	122.31	-987.264	1322.042	193.264	1661.275	4	3	
118.567	122.46	-986.064	1322.192	192.064	1660.542	4	3	
118.676	122.57	-986.664	1322.192	191.764	1660.864	4	3	
118.788	122.69	-986.364	1322.342	192.364	1660.875	4	3	
118.902	122.8	-985.764	1321.742	191.914	1659.989	4	3	
119.019	122.92	-986.664	1320.842	193.114	1659.946	4	3	
119.169	123.07	-986.964	1320.692	193.414	1660.04	4	3	
119.28	123.18	-985.014	1321.442	192.814	1659.409	4	3	
119.403	123.29	-986.364	1320.542	191.914	1659.39	4	3	
119.507	123.4	-986.214	1320.542	192.964	1659.422	4	3	
119.629	123.52	-974.214	1328.792	190.864	1658.677	4	3	
119.749	123.63	-949.764	1335.992	191.464	1650.328	4	3	
119.906	123.79	-978.864	1329.542	179.914	1660.79	4	3	
120.013	123.91	-980.214	1330.442	176.314	1661.921	4	3	
120.134	124.02	-989.064	1328.942	177.364	1666.07	4	3	
120.238	124.13	-990.564	1330.442	160.414	1666.44	4	3	
120.355	124.25	-989.064	1328.492	183.364	1666.361	4	3	
120.472	124.37	-970.614	1325.492	200.164	1655.018	4	3	
122.629	126.52	-134.964	300.692	26.314	330.64	5	3	
122.745	126.63	-147.264	296.792	18.964	331.861	5	3	
122.863	126.75	-166.164	278.642	17.014	324.871	5	3	
122.981	126.86	-192.864	269.492	17.914	331.878	5	3	
123.09	126.98	-198.564	267.992	18.214	334.034	5	3	
123.213	127.1	-197.814	268.142	18.514	333.726	5	3	
123.398	127.28	-197.964	267.092	18.814	332.989	5	3	
123.508	127.39	-198.114	266.942	18.214	332.924	5	3	
123.619	127.51	-200.964	266.042	17.314	333.863	5	3	
123.741	127.63	-200.514	267.242	18.364	334.606	5	3	
123.863	127.74	-200.664	266.942	18.514	334.465	5	3	
124	127.89	-200.664	266.642	18.064	334.2	5	3	
124.114	128	-200.664	266.492	18.514	334.047	5	3	
124.227	128.11	-200.514	267.392	18.514	334.734	5	3	
124.338	128.22	-199.914	266.942	18.664	334.023	5	3	
124.456	128.33	-200.664	266.192	17.914	333.833	5	3	
124.566	128.45	-201.114	267.092	18.814	334.871	5	3	
124.746	128.63	-201.264	266.792	19.114	334.739	5	3	
124.854	128.74	-200.514	266.192	18.664	333.784	5	3	
124.967	128.85	-200.664	266.642	18.364	334.217	5	3	
125.08	128.96	-200.664	266.342	18.514	333.986	5	3	
125.202	129.08	-200.664	265.742	18.214	333.491	5	3	
125.315	129.2	-200.214	266.192	18.814	333.613	5	3	
125.464	129.35	-200.814	266.942	18.664	334.563	5	3	
125.58	129.46	-201.114	266.342	18.214	334.24	5	3	
125.688	129.57	-200.964	266.642	18.064	334.381	5	3	
125.803	129.68	-199.914	265.442	18.814	332.834	5	3	
125.921	129.8	-200.364	266.342	17.764	333.765	5	3	
126.04	129.92	-200.064	266.492	18.814	333.762	5	3	
126.198	130.08	-194.364	261.542	17.314	326.314	5	3	
126.314	130.19	-191.064	264.092	17.764	326.443	5	3	
126.433	130.31	-191.214	264.692	17.464	327	5	3	
126.552	130.43	-191.664	265.742	16.264	328.052	5	3	
126.664	130.54	-192.264	265.142	16.114	327.91	5	3	
126.78	130.66	-191.514	266.792	15.364	328.772	5	3	
126.932	130.81	-191.964	267.842	15.514	329.894	5	3	
129.063	132.93	-60.564	117.242	1.564	131.97	6	3	
129.17	133.04	-61.464	117.392	1.114	132.513	6	3	
129.289	133.15	-60.114	117.092	1.564	131.63	6	3	
129.396	133.27	-60.714	116.942	0.814	131.766	6	3	
129.513	133.38	-61.164	117.242	1.264	132.243	6	3	
129.631	133.49	-61.314	116.792	1.564	131.917	6	3	
129.878	133.75	-62.664	115.892	1.414	131.756	6	3	
129.999	133.87	-62.364	116.492	2.014	132.15	6	3	
130.111	133.98	-62.814	116.492	0.964	132.351	6	3	
130.23	134.1	-61.914	116.192	2.164	131.676	6	3	
130.354	134.22	-62.514	115.742	1.264	131.551	6	3	
130.463	134.33	-62.214	116.042	1.714	131.678	6	3	
130.622	134.49	-62.214	116.042	1.714	131.678	6	3	
130.735	134.6	-63.414	115.292	2.164	131.598	6	3	
130.853	134.72	-63.714	115.592	2.164	132.006	6	3	
130.969	134.83	-63.564	115.142	0.364	131.522	6	3	
131.089	134.95	-64.614	113.342	0.964	130.469	6	3	
131.204	135.07	-65.214	114.242	1.114	131.549	6	3	
131.357	135.22	-65.364	114.092	0.964	131.492	6	3	
131.469	135.33	-65.214	113.492	2.014	130.909	6	3	
131.587	135.45	-65.814	114.092	0.064	131.713	6	3	
131.694	135.56	-66.414	114.242	-1.136	132.148	6	3	
131.812	135.67	-67.764	113.792	-1.436	132.448	6	3	
131.929	135.79	-67.314	114.842	-1.886	133.129	6	3	
132.087	135.95	-68.064	114.692	-0.686	133.369	6	3	
132.204	136.06	-66.714	114.092	-0.536	132.166	6	3	
132.315	136.18	-66.714	114.542	-0.686	132.556	6	3	
132.43	136.29	-65.964	113.942	-0.686	131.66	6	3	
132.557	136.42	-66.714	113.642	0.664	131.778	6	3	
132.681	136.53	-67.314	114.242	-1.586	132.608	6	3	
139.722	143.56	-138.564	116.642	-5.636	181.21	1	4	
139.87	143.71	-138.414	116.192	-5.186	180.792	1	4	
139.979	143.83	-139.164	116.942	-5.186	181.848	1	4	
140.093	143.94	-142.014	115.142	-6.386	182.938	1	4	
140.215	144.06	-151.614	115.142	-22.886	191.75	1	4	
140.327	144.17	-148.314	112.292	-9.836	186.288	1	4	
140.451	144.29	-148.164	112.592	-8.186	186.27	1	4	
140.605	144.45	-149.064	111.542	-8.336	186.363	1	4	
140.728	144.57	-148.914	111.842	-9.086	186.457	1	4	
140.839	144.68	-148.464	112.142	-9.686	186.309	1	4	
140.951	144.79	-149.364	111.842	-8.936	186.81	1	4	
141.074	144.91	-149.064	111.992	-8.936	186.66	1	4	
141.19	145.03	-149.964	111.692	-10.586	187.286	1	4	
141.359	145.2	-148.764	112.592	-8.786	186.774	1	4	
141.472	145.31	-149.364	111.542	-9.986	186.684	1	4	
141.59	145.43	-148.314	112.292	-9.086	186.25	1	4	
141.696	145.54	-149.514	112.892	-8.786	187.553	1	4	
141.808	145.65	-148.614	112.142	-9.536	186.421	1	4	
141.937	145.78	-148.764	111.392	-9.386	186.083	1	4	
142.072	145.91	-148.614	112.142	-9.536	186.421	1	4	
142.189	146.03	-148.914	112.142	-9.086	186.638	1	4	
142.297	146.14	-149.364	112.592	-8.186	187.225	1	4	
142.413	146.25	-148.614	112.442	-8.786	186.565	1	4	
142.53	146.37	-149.064	112.142	-9.386	186.772	1	4	
142.727	146.57	-149.214	111.842	-9.836	186.735	1	4	
142.851	146.69	-148.914	112.592	-9.836	186.946	1	4	
142.96	146.8	-149.964	111.242	-9.686	186.97	1	4	
143.079	146.91	-148.914	112.142	-10.886	186.734	1	4	
143.203	147.04	-148.314	110.642	-5.036	185.105	1	4	
143.321	147.16	-147.264	111.242	-4.886	184.622	1	4	
144.992	148.82	-642.414	157.892	-59.486	664.201	2	4	
145.104	148.94	-650.064	139.142	-66.536	668.109	2	4	
145.22	149.05	-649.764	137.942	-81.086	669.175	2	4	
145.336	149.17	-649.914	137.342	-80.036	669.071	2	4	
145.451	149.28	-650.364	136.592	-78.986	669.23	2	4	
145.569	149.4	-649.914	136.442	-79.136	668.78	2	4	
145.726	149.56	-650.814	130.892	-80.486	668.707	2	4	
145.842	149.67	-652.614	128.192	-79.736	669.847	2	4	
145.951	149.78	-668.514	134.942	-80.036	686.677	2	4	
146.067	149.89	-667.914	133.442	-74.186	685.141	2	4	
146.175	150.01	-667.914	134.942	-74.786	685.5	2	4	
146.287	150.12	-667.464	134.042	-74.636	684.869	2	4	
146.444	150.27	-669.564	134.492	-75.386	687.085	2	4	
146.558	150.39	-667.614	134.042	-75.686	685.13	2	4	
146.669	150.5	-668.064	134.042	-75.386	685.536	2	4	
146.784	150.61	-668.364	134.342	-75.386	685.887	2	4	
146.901	150.73	-668.064	134.342	-74.936	685.545	2	4	
147.03	150.85	-668.064	134.492	-74.486	685.525	2	4	
147.206	151.03	-668.214	134.042	-75.686	685.715	2	4	
147.316	151.14	-668.664	134.492	-74.636	686.126	2	4	
147.432	151.25	-669.114	133.742	-74.636	686.418	2	4	
147.55	151.37	-669.114	133.442	-75.536	686.459	2	4	
147.659	151.49	-667.464	132.992	-75.686	684.779	2	4	
147.776	151.6	-668.514	134.042	-76.586	686.107	2	4	
147.925	151.75	-668.364	133.892	-75.086	685.766	2	4	
148.036	151.86	-668.214	134.642	-75.536	685.816	2	4	
148.153	151.97	-667.464	133.892	-75.236	684.905	2	4	
148.274	152.1	-667.914	134.492	-75.086	685.445	2	4	
148.385	152.21	-669.714	135.092	-100.886	690.611	2	4	
148.501	152.32	-695.214	141.692	-133.436	721.944	2	4	
148.642	152.47	-697.614	137.792	-129.386	722.875	2	4	
148.753	152.58	-697.464	137.492	-129.686	722.619	2	4	
148.885	152.71	-700.014	135.692	-95.936	719.468	2	4	
149	152.82	-701.364	134.642	-72.386	717.829	2	4	
151.024	154.84	-62.814	-40.558	-48.386	92.762	3	4	
151.187	155.01	-70.764	-53.608	-49.136	101.467	3	4	
151.303	155.12	-69.864	-53.308	-49.736	100.977	3	4	
151.416	155.23	-70.314	-52.708	-49.136	100.68	3	4	
151.528	155.34	-70.164	-53.308	-48.386	100.528	3	4	
151.64	155.45	-53.364	-40.408	-54.836	86.53	3	4	
151.767	155.57	-34.764	-26.458	-62.036	75.875	3	4	
151.94	155.75	-33.264	-25.108	-63.236	75.734	3	4	
152.051	155.87	-32.514	-25.258	-63.986	76.087	3	4	
152.163	155.98	-32.514	-24.508	-64.286	76.095	3	4	
152.277	156.09	-32.214	-92.908	-434.186	445.182	3	4	
152.386	156.2	-33.114	-93.208	-433.886	445.018	3	4	
152.5	156.31	-31.914	-95.908	-436.586	448.134	3	4	
152.649	156.46	-31.614	-97.108	-437.636	449.393	3	4	
152.758	156.57	-31.614	-98.608	-438.836	450.888	3	4	
152.871	156.69	-32.364	-98.008	-438.986	450.956	3	4	
152.984	156.8	-32.514	-99.808	-440.636	452.966	3	4	
153.112	156.92	-32.664	-100.408	-439.136	451.651	3	4	
153.216	157.03	-31.764	-100.408	-441.986	454.359	3	4	
153.379	157.19	-31.764	-100.558	-439.886	452.35	3	4	
153.494	157.3	-32.214	-9.358	-473.636	474.822	3	4	
153.605	157.42	-32.664	-9.058	-474.386	475.595	3	4	
153.721	157.53	-32.214	-8.608	-474.686	475.855	3	4	
153.838	157.65	-31.464	-8.908	-474.986	476.11	3	4	
153.947	157.76	-32.514	-9.058	-474.236	475.435	3	4	
154.103	157.91	-31.614	-12.958	-476.036	477.26	3	4	
154.216	158.03	-32.364	-12.808	-476.036	477.306	3	4	
154.333	158.14	-32.064	-14.008	-475.286	476.572	3	4	
154.442	158.25	-31.914	-13.558	-476.336	477.596	3	4	
154.571	158.38	-31.614	-28.708	-471.086	473.017	3	4	
154.687	158.5	-30.414	-60.358	-458.486	463.44	3	4	
154.876	158.68	-31.164	-186.208	-424.136	464.258	3	4	
155.005	158.81	-31.614	-171.508	-447.986	480.734	3	4	
155.121	158.93	-30.864	-166.858	-449.636	480.589	3	4	
155.237	159.04	-32.064	-157.558	-403.136	434.017	3	4	
157.87	161.66	1664.586	-239.608	-27.536	1681.968	4	4	
157.971	161.77	1669.836	-225.508	-27.536	1685.219	4	4	
158.129	161.93	1669.236	-224.608	-28.886	1684.527	4	4	
158.245	162.05	1670.136	-224.308	-26.636	1685.342	4	4	
158.365	162.17	1669.236	-224.608	-25.886	1684.478	4	4	
158.481	162.28	1669.986	-224.908	-24.836	1685.245	4	4	
158.598	162.4	1670.436	-224.458	-23.936	1685.618	4	4	
158.76	162.56	1673.436	-219.958	-21.986	1687.973	4	4	
158.869	162.67	1672.536	-220.558	-22.136	1687.161	4	4	
158.986	162.79	1672.836	-220.558	-21.386	1687.448	4	4	
159.103	162.9	1673.736	-221.308	-21.386	1688.439	4	4	
159.218	163.02	1672.836	-220.708	-20.786	1687.46	4	4	
159.331	163.13	1672.686	-221.458	-20.786	1687.41	4	4	
159.499	163.3	1672.836	-220.708	-22.136	1687.478	4	4	
159.621	163.41	1672.836	-221.458	-21.386	1687.566	4	4	
159.738	163.53	1672.536	-221.158	-21.236	1687.228	4	4	
159.851	163.65	1672.986	-221.758	-21.236	1687.752	4	4	
159.967	163.76	1672.986	-220.558	-21.536	1687.599	4	4	
160.116	163.91	1673.136	-220.408	-20.936	1687.72	4	4	
160.228	164.03	1673.886	-219.358	-18.986	1688.304	4	4	
160.341	164.14	1684.536	-206.458	-4.736	1697.147	4	4	
160.453	164.25	1731.186	-197.158	-3.986	1742.381	4	4	
160.569	164.36	1756.086	-213.808	19.264	1769.158	4	4	
160.695	164.49	1769.886	-199.108	38.314	1781.462	4	4	
160.851	164.65	1776.036	-192.658	22.414	1786.595	4	4	
160.968	164.76	1772.886	-173.308	-122.336	1785.532	4	4	
161.086	164.88	1772.436	-176.008	-113.036	1784.736	4	4	
165.725	169.5	213.486	117.392	46.564	248.043	5	4	
165.824	169.61	212.286	117.692	46.564	247.153	5	4	
165.94	169.72	213.336	116.192	45.364	247.124	5	4	
166.088	169.87	213.186	113.042	42.514	245.018	5	4	
166.207	169.99	212.136	113.642	41.164	244.152	5	4	
166.315	170.1	213.786	113.042	42.964	245.619	5	4	
166.432	170.21	212.886	115.292	42.064	245.727	5	4	
166.54	170.33	205.236	118.142	44.014	240.866	5	4	
166.66	170.44	201.336	120.542	43.564	238.672	5	4	
166.795	170.58	198.486	128.642	41.164	240.612	5	4	
166.908	170.69	196.236	134.642	41.164	241.519	5	4	
167.033	170.81	196.536	134.492	41.014	241.653	5	4	
167.14	170.93	196.536	133.742	41.014	241.237	5	4	
167.257	171.04	198.036	132.092	40.714	241.504	5	4	
167.378	171.16	197.136	131.942	41.464	240.607	5	4	
167.536	171.32	199.836	131.042	41.764	242.591	5	4	
167.646	171.43	198.936	131.492	42.214	242.172	5	4	
167.758	171.54	199.086	132.542	41.464	242.738	5	4	
167.873	171.65	199.536	132.392	41.164	242.974	5	4	
167.986	171.77	199.386	132.542	41.764	243.035	5	4	
168.097	171.88	199.836	132.692	42.214	243.564	5	4	
168.255	172.03	199.536	131.792	42.064	242.802	5	4	
168.364	172.15	201.036	132.392	42.064	244.361	5	4	
168.48	172.26	199.536	133.142	41.764	243.486	5	4	
168.591	172.37	199.236	132.842	41.464	243.025	5	4	
168.707	172.49	199.236	132.842	41.764	243.076	5	4	
168.823	172.6	199.836	133.142	41.164	243.63	5	4	
168.974	172.75	199.536	133.742	41.314	243.738	5	4	
169.092	172.87	199.986	132.392	41.614	243.42	5	4	
169.208	172.99	199.536	133.442	41.764	243.65	5	4	
172.862	176.63	19.686	54.092	33.514	66.608	6	4	
172.965	176.74	18.636	55.592	33.814	67.684	6	4	
173.078	176.85	17.286	55.892	34.564	67.951	6	4	
173.189	176.96	18.486	55.142	34.564	67.653	6	4	
173.345	177.12	20.136	54.392	34.714	67.594	6	4	
173.455	177.23	20.136	54.692	34.264	67.606	6	4	
173.567	177.34	21.036	54.842	34.114	67.925	6	4	
173.685	177.45	21.936	54.842	34.564	68.436	6	4	
173.787	177.56	21.486	55.442	33.814	68.402	6	4	
173.906	177.67	21.336	54.992	33.664	67.916	6	4	
174.111	177.88	22.236	55.142	32.914	67.958	6	4	
174.222	177.99	21.486	55.442	33.664	68.328	6	4	
174.336	178.1	21.036	56.342	33.214	68.703	6	4	
174.439	178.21	21.336	55.442	33.664	68.281	6	4	
174.557	178.32	20.886	55.142	33.814	67.972	6	4	
174.669	178.43	20.136	55.592	32.914	67.67	6	4	
174.779	178.55	19.686	56.042	33.814	68.349	6	4	
174.935	178.7	19.686	56.192	33.964	68.546	6	4	
175.044	178.81	20.436	56.792	33.664	69.11	6	4	
175.153	178.92	21.786	55.292	34.714	68.825	6	4	
175.269	179.04	21.786	56.492	33.514	69.203	6	4	
175.385	179.15	21.636	55.892	33.664	68.74	6	4	
175.501	179.27	21.186	55.142	34.114	68.214	6	4	
175.651	179.42	21.036	56.342	33.664	68.921	6	4	
175.767	179.53	21.936	56.192	33.064	68.789	6	4	
175.875	179.64	21.336	56.342	34.264	69.308	6	4	
175.994	179.76	21.336	55.892	34.864	69.243	6	4	
176.104	179.87	21.186	56.342	33.964	69.114	6	4	
176.222	179.99	21.936	56.192	33.964	69.226	6	4	
176.346	180.1	21.336	56.642	33.964	69.405	6	4	
184.132	187.86	-132.414	2.492	14.464	133.224	1	5	
184.228	187.97	-131.214	-1.108	17.764	132.415	1	5	
184.345	188.09	-131.664	-1.708	17.164	132.789	1	5	
184.452	188.2	-131.814	-2.908	17.914	133.057	1	5	
184.574	188.32	-131.514	-4.108	17.914	132.792	1	5	
184.695	188.43	-131.964	-3.208	18.964	133.358	1	5	
184.861	188.6	-130.314	-2.308	18.514	131.642	1	5	
184.977	188.71	-130.464	-3.208	19.564	131.961	1	5	
185.083	188.83	-130.314	-3.658	20.614	131.985	1	5	
185.198	188.94	-129.864	-3.808	19.864	131.429	1	5	
185.323	189.06	-130.914	-4.558	18.814	132.337	1	5	
185.43	189.17	-131.214	-5.008	18.814	132.65	1	5	
185.579	189.32	-130.314	-5.008	18.814	131.76	1	5	
185.69	189.43	-130.164	-4.558	19.414	131.682	1	5	
185.799	189.54	-130.914	-3.508	18.664	132.284	1	5	
185.917	189.66	-131.064	-4.108	18.964	132.492	1	5	
186.039	189.78	-130.764	-4.858	19.114	132.242	1	5	
186.149	189.89	-130.764	-4.708	18.814	132.194	1	5	
186.298	190.04	-130.164	-4.858	18.364	131.542	1	5	
186.414	190.15	-131.664	-4.708	19.114	132.926	1	5	
186.529	190.26	-130.464	-4.558	18.664	131.871	1	5	
186.637	190.38	-131.064	-4.408	18.514	132.438	1	5	
186.763	190.5	-130.164	-4.708	19.114	131.644	1	5	
186.87	190.61	-130.314	-4.108	19.114	131.772	1	5	
187.014	190.75	-130.764	-4.108	19.114	132.217	1	5	
187.128	190.87	-131.064	-3.658	18.514	132.415	1	5	
187.239	190.98	-130.464	-3.658	19.264	131.929	1	5	
187.361	191.1	-131.664	-4.108	17.764	132.92	1	5	
189.405	193.12	-262.764	-129.058	-6.986	292.83	2	5	
189.502	193.23	-263.214	-141.358	-14.636	299.128	2	5	
189.686	193.41	-266.514	-147.508	-22.736	305.459	2	5	
189.795	193.53	-264.714	-149.008	-22.286	304.587	2	5	
189.914	193.65	-265.764	-148.108	-23.186	305.129	2	5	
190.035	193.76	-266.214	-148.708	-24.086	305.882	2	5	
190.154	193.89	-265.914	-148.108	-23.636	305.294	2	5	
190.267	194	-265.764	-148.708	-24.236	305.502	2	5	
190.428	194.15	-266.364	-148.108	-24.086	305.721	2	5	
190.535	194.27	-265.314	-148.558	-24.836	305.086	2	5	
190.652	194.38	-265.164	-149.158	-24.686	305.236	2	5	
190.768	194.5	-265.014	-149.458	-24.836	305.265	2	5	
190.885	194.61	-265.164	-148.108	-24.686	304.724	2	5	
190.995	194.72	-264.864	-149.008	-24.986	304.927	2	5	
191.149	194.88	-264.564	-149.158	-24.836	304.727	2	5	
191.262	194.99	-265.464	-148.858	-24.686	305.351	2	5	
191.378	195.1	-264.714	-148.408	-24.986	304.504	2	5	
191.496	195.22	-264.864	-149.308	-25.736	305.136	2	5	
191.61	195.33	-265.314	-148.708	-25.286	305.196	2	5	
191.726	195.45	-265.014	-148.558	-24.986	304.837	2	5	
191.87	195.59	-264.864	-149.308	-24.836	305.061	2	5	
191.98	195.71	-265.164	-148.408	-26.036	304.983	2	5	
192.104	195.83	-266.364	-149.158	-25.586	306.353	2	5	
192.212	195.94	-265.164	-150.508	-36.986	307.136	2	5	
192.333	196.06	-264.864	-149.308	-37.736	306.381	2	5	
192.534	196.26	-264.564	-149.908	-38.786	306.546	2	5	
192.645	196.37	-265.314	-149.458	-38.186	306.899	2	5	
192.757	196.48	-266.364	-149.608	-37.736	307.825	2	5	
192.877	196.6	-266.964	-148.858	-34.436	307.594	2	5	
192.99	196.71	-267.714	-150.508	-22.436	307.939	2	5	
193.109	196.83	-267.264	-149.308	-32.186	307.829	2	5	
195.79	199.49	-82.164	-570.508	-55.886	579.097	3	5	
195.892	199.61	-123.414	-605.308	-60.236	620.69	3	5	
196	199.72	-121.014	-606.358	-59.636	621.185	3	5	
196.114	199.83	-107.664	-603.208	-78.236	617.715	3	5	
196.232	199.95	-83.964	-575.758	-76.136	586.808	3	5	
196.349	200.07	-77.814	-570.958	-66.086	580.013	3	5	
196.507	200.22	-70.764	-569.908	-62.636	577.69	3	5	
196.617	200.33	-65.514	-567.208	-70.286	575.288	3	5	
196.738	200.45	-68.664	-572.008	-67.286	580.03	3	5	
196.847	200.56	-76.614	-578.308	-67.436	587.245	3	5	
196.958	200.67	-92.064	-592.408	-64.286	602.955	3	5	
197.084	200.79	-111.264	-602.158	-58.886	615.175	3	5	
197.226	200.93	-128.514	-604.558	-61.736	621.142	3	5	
197.334	201.05	-127.914	-605.458	-60.236	621.747	3	5	
197.444	201.16	-122.214	-606.058	-59.036	621.069	3	5	
197.559	201.27	-104.064	-609.058	-54.986	620.326	3	5	
197.689	201.39	-91.464	-617.908	-42.686	626.097	3	5	
197.865	201.58	-83.964	-621.058	-41.186	628.059	3	5	
197.983	201.69	-80.814	-622.408	-46.736	629.37	3	5	
198.093	201.81	-79.764	-625.558	-49.586	632.569	3	5	
198.207	201.92	-81.564	-627.808	-53.636	635.566	3	5	
198.322	202.03	-86.664	-630.208	-54.836	638.498	3	5	
198.431	202.14	-90.114	-630.208	-55.136	639.001	3	5	
198.581	202.29	-90.264	-634.408	-54.986	643.152	3	5	
198.692	202.4	-89.514	-634.708	-56.186	643.446	3	5	
198.807	202.51	-88.314	-635.158	-56.336	643.738	3	5	
198.923	202.63	-90.264	-635.008	-55.886	643.821	3	5	
199.041	202.75	-90.414	-635.158	-55.736	643.977	3	5	
199.159	202.86	-91.764	-635.308	-55.436	644.29	3	5	
199.324	203.03	-89.964	-635.008	-55.736	643.343	3	5	
199.439	203.15	-90.264	-635.458	-55.436	644.226	3	5	
201.66	205.36	320.136	-406.108	12.964	517.28	4	5	
201.775	205.47	317.736	-400.708	7.864	511.453	4	5	
201.893	205.59	317.886	-398.008	3.814	509.388	4	5	
202	205.7	322.986	-393.208	1.564	508.856	4	5	
202.152	205.85	318.636	-382.258	-6.086	497.681	4	5	
202.264	205.97	321.336	-364.408	-7.286	485.904	4	5	
202.382	206.08	329.586	-345.808	-9.536	477.808	4	5	
202.492	206.19	325.536	-348.958	-9.986	477.331	4	5	
202.619	206.31	325.536	-352.108	-9.236	479.623	4	5	
202.726	206.43	323.736	-355.858	-9.386	481.173	4	5	
202.917	206.62	322.836	-356.158	-9.386	480.79	4	5	
203.035	206.73	322.086	-356.608	-9.836	480.63	4	5	
203.162	206.85	322.086	-356.308	-9.386	480.398	4	5	
203.27	206.97	322.386	-357.658	-10.286	481.619	4	5	
203.39	207.09	321.936	-356.758	-10.286	480.65	4	5	
203.507	207.2	321.786	-356.908	-10.136	480.658	4	5	
